Uniq Id,Crawl Timestamp,Pageurl,Website,Title,Rating,Review,Reviewer Name,Review Upvotes,Review Downvotes,Verified Purchaser,Recommended Purchase,Review Date,Five Star,Four Star,Three Star,Two Star,One Star
8d905052b1f9d97a6e0d0a9a902b5bbd,2020-04-08 06:04:12 +0000,https://www.walmart.com/reviews/product/519810680,walmart.com,,4,Outside of constant bluetooth requests to my phone when tv is off its good [This review was collected as part of a promotion.],goodtvbkglet,0,0,No,No,7/14/2019,1104,221,37,11,9
2ea62ac79db61ba7b6f3b623a6cce345,2020-05-16 20:39:10 +0000,https://www.walmart.com/reviews/product/46030866,walmart.com,,1,"Already have this system and its ""ok"" for the price, plus I like the fact you don't need to run wires or need an AC power source for each camera, and wanted to add 3 more cameras to our current 3 camera system. Since the cameras usually cost $150 each, buying another complete system w/ 3 camera's for $300 only made sense. Once home only two more cameras would pair with our current Arlo system. When trying to pair the 6th I found out only 5 cameras are supported by the Arlo ""free"" service, more then that and I needed to pay $99 a year. I tried using the 5 cameras for a few days and apparently the modem can't handle the extra cameras as 1 was constantly ""offline"" and the other intermittent. Would have to climb up, remove and re-install batteries to get them back up (which only last less then 16 hours, then I had to do it all over again) Packing them up and taking them back!!! Still have the original system and since we've had it 6 months we're stuck with it. Again it's an ""ok"" system but the recording starts 5-6 seconds too late and you catch the back of people coming and going. Not the greatest if someone were to break in and you're trying to ID them. We'll be looking into the Nest and other systems even if it means hardwiring them. That's too bad because I like the concept that Arlo has, just needs to work out the kinks.",Glad I can read,34,3,No,No,8/24/2017,137,57,13,29,48
512a5689526d12929a67199780fab5c8,2020-05-16 20:33:16 +0000,https://www.walmart.com/reviews/product/381881630,walmart.com,,4,Good camera view. Only problem is you have to talk to visitor through the phone app. I would like to talk through my Google Mimi.,maryob77532,0,0,No,No,1/15/2020,2766,265,25,4,12
a8d0d4af618dedb09aa9b7bd5c9acb34,2020-04-22 01:05:30 +0000,https://www.walmart.com/reviews/product/507583254,walmart.com,,5,"Great deal, great phone. Would totally recommend!",Eboni,0,0,No,No,4/3/2020,80,13,3,2,18
d8aef87b452cdc6c621856ca10f9d271,2020-05-16 22:51:51 +0000,https://www.walmart.com/reviews/product/652303151,walmart.com,,5,Far better than my previous doorbell camera. The large field of view works well in my situation as it is mounted perpendicular or 90° to the door. It catches images of approaching individuals far sooner that my previous camera. I receive notifications quicker as well.,Drew08,0,0,Yes,No,12/7/2019,1007,587,98,16,4
bbe1a6180e9c2e89ff1b86ae8a9a4af9,2020-04-27 03:46:38 +0000,https://www.walmart.com/reviews/product/454548732,walmart.com,,5,,amy,0,0,Yes,No,4/22/2020,17,5,7,4,3
3040ebbe76e711359838ed34a7629ccb,2020-05-25 03:55:02 +0000,https://www.walmart.com/reviews/product/55018501,walmart.com,,5,,Marizol,0,0,No,No,5/17/2020,31,11,9,15,28
7584d5d0492e2e419e819ece19d0a794,2020-04-23 03:59:38 +0000,https://www.walmart.com/reviews/product/29131762,walmart.com,,5,I ordered this to replace my previous Visual Land tablet when it was stolen. That tablet was like this new one but a different color. My old one cost more. I use this tablet daily and am very satisfied. I love the speed when on the internet and the fact that I can use an SD card for more memory. You can't go wrong with this tablet; it's a steal at this price.,iluvbeaches,0,0,Yes,No,6/12/2014,323,256,86,86,198
f20ba35ac7a24430ab83e3339f2bf7d1,2020-05-16 17:29:07 +0000,https://www.walmart.com/reviews/product/793138390,walmart.com,,2,The color is great. It falls off though. The two pins won't stay secured. The slightest pull and it falls off. I guess I'll have to get the more expensive onecand not the knock-off.,Ed,0,0,No,No,11/7/2018,114,17,17,5,23
6fd80c9ad140c43cd9050046691ff877,2020-06-28 04:49:41 +0000,https://www.walmart.com/reviews/product/294230562,walmart.com,"Fintie Case for Samsung Galaxy Tab A 8.0 2019 Without S Pen (SM-T290 / SM-T295), Tri-Fold Stand Cover",5,"Case great, love galaxy cover.",Queenie,0,0,No,No,6/23/2020,7,0,1,0,0
c115d4a45df1e6fb668b184a8b32e65a,2020-04-08 06:04:12 +0000,https://www.walmart.com/reviews/product/519810680,walmart.com,,5,Trouble-free experience. Great picture. Would highly recommend! [This review was collected as part of a promotion.],Johng401,0,0,No,No,6/12/2019,1104,221,37,11,9
e57e8b5608f89ef7a32822114740d728,2020-04-09 01:25:58 +0000,https://www.walmart.com/reviews/product/298041585,walmart.com,,5,My 7 year old loves this watch/fitness tracker. We bought accessory bands and she loves to match her outfit every day. Simple enough for her to use and change on her own.,Niki,0,0,No,No,12/28/2019,117,75,31,33,36
f00ecb559fcc23fc92639dd3f141aa54,2020-05-02 03:18:07 +0000,https://www.walmart.com/reviews/product/43945914,walmart.com,,5,"This little device has changed my life. I rarely watch anything on regular tv anymore. I have had zero problems - easy to install, great picture and connectivity, I love that you use iPad as a remote, and you can even take it with you - have Roku will travel!",Lorelei,0,0,Yes,No,9/27/2014,14415,6120,2484,1411,1707
4dc81b685eec6e37ceb357af395076ba,2020-04-08 09:11:25 +0000,https://www.walmart.com/reviews/product/285414734,walmart.com,,1,"We have tested it on our 4 devices, but when someone is at the door and pressing the doorbell, you won't get a notification on your phone or tablet. At least..it works ramdomly (1 out of 30 times). We have all android devices. If you search for more reviews on this product, you will see that lot's of other people have the same issue. The issue is still not fixed!! (time of writing, 4 november 2019) I hope they will fix it, or we have to sell it again.",Martinm80,0,1,No,No,10/4/2019,7,4,2,1,3
a7ef5098f6a64214d1ab7976974cf9ed,2020-06-11 02:09:23 +0000,https://www.walmart.com/reviews/product/44052006,walmart.com,Verizon Moto E Prepaid Smartphone,1,Everything about this phone is pretty great except for one thing. Check the internet and you will see for yourself. My phone will turn off for no reason at all and not come back on for 20-30 minutes. Not great when you really need it. Several people on the internet have complained about this and received no help from Motorola.,Disgruntled,5,5,No,No,12/26/2016,60,25,7,6,15
25d2fb17a6b6fd03dd9d738c0b955d38,2020-04-23 06:58:40 +0000,https://www.walmart.com/reviews/product/652303151,walmart.com,,5,,,0,0,No,No,12/13/2019,972,568,96,16,4
6c9675f3b0703fa8b5336487e322956d,2020-05-21 05:08:10 +0000,https://www.walmart.com/reviews/product/493654406,walmart.com,,5,"Freaking sweet. Easy to set up, easy to use, easy to look at. What else could you ask for?",Blake,0,0,Yes,No,2/5/2018,2523,170,8,2,2
48456187beba5887ac5fb1c53f1d1301,2020-04-11 02:04:54 +0000,https://www.walmart.com/reviews/product/41161803,walmart.com,,2,Cheap wood and plastic and the sound isn't awesome but it works.,Brodie999,0,0,No,No,7/29/2016,261,50,10,12,64
1bdffb96f0154d3f291123321bc75ef1,2020-05-21 04:35:38 +0000,https://www.walmart.com/reviews/product/225392859,walmart.com,,5,,,0,0,No,No,1/27/2020,276,73,26,12,16
b1e18d71981b725df68a35cdb8f5348b,2020-04-13 03:50:49 +0000,https://www.walmart.com/reviews/product/131068829,walmart.com,,4,Not the best VIZIO picture I've seen but its good! I am content with my purchase. [This review was collected as part of a promotion.],Ashley,0,0,Yes,No,8/7/2018,152,43,8,4,9
235e861e60ba8223bee28c66a1d96008,2020-04-08 12:50:54 +0000,https://www.walmart.com/reviews/product/55503563,walmart.com,,5,I bought this quadcopter while back I did a review online very happy with that thank you very much look forward to reviewing some of your other products,Chvysky,1,1,Yes,No,6/16/2017,129,49,24,22,118
dc278f43acb6c58260803a2872e94422,2020-06-17 05:26:23 +0000,https://www.walmart.com/reviews/product/488108255,walmart.com,DELL Premium Active Pen PN579X,3,One drop of this pen is a $100 accident be careful with it. It's a nice stylus but is very fragile.,Will,0,0,Yes,No,11/22/2019,159,48,25,25,69
6a5ce52fabaed37114958d20606a47f5,2020-04-09 01:25:59 +0000,https://www.walmart.com/reviews/product/269431490,walmart.com,,5,I purchase 2 pair for my granddaughters and they tell the difference in quality from the brands I have them in the pass I remember jvc from my teen years and it was consider one of the best back in the day..I turn sixty years old today and if you had a jvc music product you had one of the best brand,levern,0,0,No,No,5/22/2019,18,2,1,1,5
a99cbe87afa2bfa1fa7f5508cb040584,2020-05-16 20:30:23 +0000,https://www.walmart.com/reviews/product/744124824,walmart.com,,5,"Love it! My old xbox took a dump and ended being useless. found this online, ordered it with affirm and BAM! I'm loving it. great price! came with a game franchise ai love",Joey,0,0,Yes,No,3/20/2020,52,8,2,5,9
